address,city,compname,contents,education,industry,jobgood,jobname,jobway,month,salary,size,url
上海,上海,交复医学,职位描述：在这个岗位上，您将有机会：1.广泛接触不同的生物芯片测序、芯片分析的数据和软件，参与科研服务项目；2.掌握不同的数据分析技术，加入交复科研学术团队，提供专业科研技术服务；3.共同完成科研服务项目，充分掌握当前最前端的医学科研信息。一、工作内容：1.在指导老师的安排下，进行各公共专业生物数据库（如GEO数据库）的信息检索、整理、挖掘等；2.分析基因芯片等，整理生物信息分析报告；3.根据项目情况，灵活根据分析需求编写或维护分析流程等。二、工作要求：1.理科相关专业大三及以上本科生及研究生，985、211及医药类高校优先；2.英语阅读能力强，通过六级，或者雅思、托福、GRE，能流利阅读英文相关文献或数据库检索能力，会优先考虑；简单了解Perl，R等编程语言等；3.每周至少实习3天及以上（含周六日），实习至少3个月。三、薪酬待遇：1.实习薪资：150-300元/天（根据考核评级）；2.对于异地实习生，月出勤满20天及以上，公司将给予住房补贴；3.实习可留用（月薪税后7k起）；4.实习期间，公司可提供实习证明，推荐信；转正的同学，提前签订三方协议；5.多地点办公，本岗位可根据实际情况，就近安排面试和工作地点。四、工作安排：1.工作地点：上海市闵行区剑川路951号交大零号湾1号楼711室上海市杨浦区密云路1018号复旦科技园10号楼乙东301室2.工作时间：每周周一至周日3.上班时间：08:30-17:304.午休时间：12:00-13:30五、联系我们：公司名称：上海交复生物医药科技有限公司上海交通大学办公室：上海市闵行区剑川路951号交大零号湾1号楼711室上海复旦大学办公室：上海市杨浦区密云路1018号复旦科技园10号楼乙东301室四川成都高新办公室：成都市高新区蜀锦路88号楚峰国际中心4607室,本科,生物/医疗,职位诱惑：高薪资，可转正，校园平台，复旦交大学生平台，免费培训,生物芯片数据分析实习生,3天／周,实习4个月,150-300／天,50-150人,https://www.shixiseng.com/intern/inn_wlkfogqbm9ch
温州,温州,中广核俊尔,职位描述：1、负责公司成品的检测和鉴定工作；2、负责客户公司质量问题的追踪反馈；3、负责检测数据的分析建模。要求：化学、化工类专业应届本科毕业生；掌握一种或几种检测工具；良好的沟通协调能力。,本科,化学化工,职位诱惑：上市公司，发展空间大，制度规范，工作自由，提供住宿,数据分析工程师,6天／周,实习4个月,130-160／天,500-2000人,https://www.shixiseng.com/intern/inn_dqg8wrrfxjfg
上海,上海,随办app,职位描述：职位描述:1、根据全球某著名高端餐饮品牌APP的市场定位，提供创意文案和策划。最好是对饮食有热情的吃货一枚；2、负责著名移动办公平台--随办的功能描述、价值展现、活动策划；3、根据ASO/SEO的运营策略，提供功能文案和创意内容文案；4、结合用户的工作场景和社会热点，撰写短文章、情感短句，情景小视频的脚本和内容；职位要求：1、19届毕业生优先，市场营销、广告、传媒或汉语言文学专业为佳；2、有撰写新媒体文章经验，内容的提炼能力强，融会贯通能力强；3、理解toB的管理软件功能，喜欢研究各种App；4、擅长PS和视频制作软件者优先；5、热爱互联网，熟悉新媒体，对内容营销、热点趋势有敏锐的察觉力；6、学习和研究能力强，表达和沟通顺畅。你将得到：转正留用机会实习证明顶尖IT/移动互联网的跨界公司的工作氛围和人际关系，轻松愉快的度过每一天；开放办公环境，再牛的大佬都就在你周围；迅速提升的学习机会和职业发展路径；,本科,计算机/互联网,职位诱惑：优秀团队，良好的办公环境，快速成长和发展的机会,网络运营&数据分析&EDM,3天／周,实习15个月,100-200／天,50-150人,https://www.shixiseng.com/intern/inn_eblvdfvm3e4h
北京,北京,北森云计算,职位描述：岗位职责：1、基于公司的业务和行业信息进行数学建模，搭建数据模型，进行深度的数据分析和数据挖掘；2、完成需求分析、样本抽样、模型构建、指标定义以及相关文档编写；3、参与数据平台等系统的规划与设计，将数据分析的结果实现产品化；任职资格：1、精通常见分类/聚类/回归/排序等数学模型；2、985/211学校2019年毕业的研究生，计算机、统计学等相关专业优先；3、可以熟练使用主流的数据分析工具如SPSS、SAS等，掌握数据挖掘工具R/python/matlab等；4、性格开朗，能够自我驱动，有激情，有梦想，爱创新，追求卓越;,硕士,计算机/互联网,职位诱惑：弹性工作制，下午茶咖啡不限量供应，与技术大牛共事,数据分析师实习,5天／周,实习6个月,160-250／天,500-2000人,https://www.shixiseng.com/intern/inn_hbfrdnzruafd
北京,北京,北森云计算,职位描述：岗位职责：1、基于公司的业务和行业信息进行数学建模，搭建数据模型，进行深度的数据分析和数据挖掘；2、完成需求分析、样本抽样、模型构建、指标定义以及相关文档编写；3、参与数据平台等系统的规划与设计，将数据分析的结果实现产品化；任职资格：1、精通常见分类/聚类/回归/排序等数学模型；2、985/211学校2018/2019年毕业的研究生，计算机、统计学等相关专业优先；3、可以熟练使用主流的数据分析工具如SPSS、SAS等，掌握数据挖掘工具R/python/matlab等；4、性格开朗，能够自我驱动，有激情，有梦想，爱创新，追求卓越;,硕士,计算机/互联网,职位诱惑：行业NO.1 弹性工作 优厚福利,数据分析师（实习）,5天／周,实习6个月,150-250／天,500-2000人,https://www.shixiseng.com/intern/inn_pxva18hal3np
北京,北京,神州数码,"职位描述：1.参与数据分析和建模课题研究2.海量数据的数据挖掘3.根据特征工程进行特征选择4.模型训练及模型检验评价5.实现预测分析、用户画像、推荐系统等6.政务业务模型建立，提出优化算法并用高级语言实现7、相关资料搜集8、其它交办事宜 
岗位要求: 1.扎实的统计基础和数学建模能力；2.熟悉预测类数据建模过程，有参与数据挖掘建模项目经验；3.熟悉聚类、分类、回归等机器学习算法；4.熟悉推荐算法，分类算法、关键词推荐等；5.熟悉MatLab、SPSS、Phthon、R语言（至少一种）并有实践经验6.良好的沟通能力和团队协作精神",硕士,互联网,职位诱惑：知名企业 内部推荐机会 年轻团队 学习提升,数据分析实习助理实习生,5天／周,实习3个月,80-150／天,2000人以上,https://www.shixiseng.com/intern/inn_kkdv23erkom1
北京,北京,神州医疗,职位描述：该职位接受暑期实习。职位描述：1、卫生、计生和社保等政策研究，进行相关的数据分析和建模工作。2、根据政策方向和客户需求，提供卫生信息化解决方案；3、疾病诊断分组、医疗资源和费用的合理性分析、辅助卫生决策；4、该实习岗位办公地点为国家人口发展中心，位于魏公村。职位要求：1、全日制本科三年级或硕士研究生，公共卫生、医学信息学、统计学、应用数学等相关专业；2、具有良好的数学基础以及数据分析和建模经验，具有医疗、社保数据分析或大数据的相关行业实习经验优先。3、具有良好的语言组织和沟通能力。4、具有独立的工作能力和团队协作精神。,本科,计算机/互联网,职位诱惑：国家项目，大公司，成熟团队,数据分析师,4天／周,实习3个月,100-150／天,500-2000人,https://www.shixiseng.com/intern/inn_8hr4e4u7l46z
惠州,惠州,58安居客,职位描述：岗位职责：1、统计、分析本网站及本城市销售数据、销售行为工作量数据、市场客户会员数据等，监控业绩进度及销售行为管控，为城市经理提供数据依据；2、辅助城市管理者整体运营，辅助制定城市运营策略、方案和计划并组织执行；3、贯彻实施公司运营管理制度和流程，制定和完善各项业务流程，保障好的用户体验和效率的提升；4、客户回访机制执行，聚类城市发展问题点，是主管、销售沟通解决业务层面问题点；5、根据城市发展现状，找出问题点并提出解决方案，制定综合解决方案，与城市管理者沟通方案并做落地执行、结果反馈，保障城市既定目标的达成；任职要求1、大专及以上学历；2、有互联网金融销售助理、销售管理、数据运营、产品运营等相关经验优先；3、数据处理能力较好，熟练应用各项办公软件，；4、性格乐观开朗，具有良好的沟通表达能力，有较好的团队合作精神，有独立分析、思考和解决问题的能力。,大专,计算机/互联网,职位诱惑：上市集团公司  五险一金  高温采暖补贴  绩效奖金,数据运营分析专员(应届毕业生),5天／周,实习3个月,200-275／天,2000人以上,https://www.shixiseng.com/intern/inn_ddzxuiljleba
苏州,上海,安硕信息,职位描述：1.本科及以上学历，金融、经济、统计、数学、信息系统等相关专业；2.有良好的业务分析或数据分析能力，熟悉金融业务知识，或具有统计、计算机技术和数据挖掘知识背景；3.熟练掌握OFFICE办公软件，有较好的文案功底，PPT制作能力；4.具有良好的沟通技能和团队协作能力；5.抗压能力强，能接受出差工作。,本科,计算机/互联网,职位诱惑：上市公司 发展前景好,咨询顾问/需求分析（金融业务/数据方向）,5天／周,实习3个月,120-150／天,2000人以上,https://www.shixiseng.com/intern/inn_naumhs0sqdc3
北京,北京,易车互联,职位描述：工作内容：1、根据业务场景，构建渠道质量和效率的监控指标体系和模型，能够及时、准确、完整地反馈业务运作情况。2、与运营对接，建立专项的分析报告，为运营优化决策和产品方向提供数据分析支持。3、能够持续地动态地挖掘日常业务数据点，发现业务的风险和机会点。4、与大数据对接，确认各环节评估参数，搭建各项指标，完善数据监控体系；任职资格：1计算机、数学等相关专业优先；2掌握常规的统计方法，熟悉sql，熟练使用excel进行数据分析；3对商业和业务逻辑敏感，具备良好的逻辑分析能力和系统性思维能力，良好的跨团队的沟通能力；4数字敏感度高，具备较强的分析总结能力，具备良好的数据呈现能力；,本科,计算机/互联网,职位诱惑：中国汽车互联网平台的领军企业,产品运营数据分析实习生,4天／周,实习8个月,100-120／天,2000人以上,https://www.shixiseng.com/intern/inn_hyeyumsflqdz
上海,上海,时趣互动,职位描述：数据分析师实习生/数据工程师实习生工作职责：1、在mentor的指导下进行业务专题的数据处理与分析工作；2、协助制作日常业务运营报表模板的设计、分析咨询报告的制作等3、支持客户业务运营需求，并参与知名快消品牌的用户群体画像标签体系的设计配置工作；4、一周至少可工作4天，能工作5天者优先，一周内到岗。任职资格：1、本科及以上学历，数学、计算机、统计学等理工科专业优先，有相关工具使用经验申的其他专业同学亦可申请；2、熟练使用Excel，掌握常用公式/常见图表/数据透视表等；3、具有使用Python、R、SQL、VBA等（至少熟悉一种）进行数据处理的经验；4、有过数据分析、数据建模等项目相关实习经验，快消、零售、互联网相关行业经验preferred；5、做事细致、思维缜密、善于沟通、具有团队协作意识；,本科,广告,职位诱惑：周末双休 弹性工作 领导nice 福利多多,数据分析实习生（19届）,4天／周,实习8个月,120-170／天,500-2000人,https://www.shixiseng.com/intern/inn_bemjrujl4onv
